Date,Close
01/10/2012,57.81
02/10/2012,57.77
03/10/2012,57.67
04/10/2012,58.61
05/10/2012,58.69
08/10/2012,58.47
09/10/2012,58.42
10/10/2012,57.93
11/10/2012,58.03
12/10/2012,57.97
15/10/2012,58.39
16/10/2012,58.59
17/10/2012,59.46
18/10/2012,59.6
19/10/2012,58.91
22/10/2012,59.02
23/10/2012,57.36
24/10/2012,57.28
25/10/2012,57.23
26/10/2012,56.94
31/10/2012,57.03
01/11/2012,57.76
02/11/2012,57.79
05/11/2012,57.56
06/11/2012,57.6
07/11/2012,56.57
08/11/2012,55.69
09/11/2012,55.76
12/11/2012,55.93
13/11/2012,55.83
14/11/2012,55.11
15/11/2012,54.99
16/11/2012,55.55
19/11/2012,56.7
20/11/2012,57.57
21/11/2012,57.82
23/11/2012,58.48
26/11/2012,58.3
27/11/2012,58.31
28/11/2012,58.79
29/11/2012,58.96
30/11/2012,58.88
03/12/2012,59.01
04/12/2012,58.79
05/12/2012,59.27
06/12/2012,59.01
07/12/2012,59.04
10/12/2012,59.25
11/12/2012,59.7
12/12/2012,60.19
13/12/2012,60.21
14/12/2012,59.82
17/12/2012,60
18/12/2012,60.81
19/12/2012,61.21
20/12/2012,61.24
21/12/2012,60.88
24/12/2012,60.79
26/12/2012,60.74
27/12/2012,60.39
28/12/2012,59.92
31/12/2012,60.3
02/01/2013,61.39
03/01/2013,61.45
04/01/2013,61.86
07/01/2013,61.71
08/01/2013,61.39
09/01/2013,61.67
10/01/2013,61.82
11/01/2013,61.85
14/01/2013,62.03
15/01/2013,62.18
16/01/2013,61.94
17/01/2013,62.36
18/01/2013,62.32
22/01/2013,62.16
23/01/2013,61.52
24/01/2013,61.63
25/01/2013,61.7
28/01/2013,62.2
29/01/2013,62.39
30/01/2013,62.5
31/01/2013,62.33
01/02/2013,62.73
04/02/2013,62.28
05/02/2013,62.25
06/02/2013,63.04
07/02/2013,62.85
08/02/2013,62.72
11/02/2013,62.85
12/02/2013,62.85
13/02/2013,63.26
14/02/2013,63.34
15/02/2013,62.94
19/02/2013,63.66
20/02/2013,63.27
21/02/2013,62.79
22/02/2013,62.97
25/02/2013,61.89
26/02/2013,61.62
27/02/2013,62.04
28/02/2013,62.11
01/03/2013,62.09
04/03/2013,61.96
05/03/2013,62.05
06/03/2013,61.3
07/03/2013,60.9
08/03/2013,60.69
11/03/2013,61.04
12/03/2013,60.86
13/03/2013,59.84
14/03/2013,60.24
15/03/2013,60.31
18/03/2013,59.76
19/03/2013,59.44
20/03/2013,59.75
21/03/2013,59.31
22/03/2013,60.01
25/03/2013,59.92
26/03/2013,60.43
27/03/2013,59.71
28/03/2013,60.3
01/04/2013,60.24
02/04/2013,61.32
03/04/2013,60.42
04/04/2013,59.63
05/04/2013,58.65
08/04/2013,58.51
09/04/2013,59.2
10/04/2013,60.5
11/04/2013,60.68
12/04/2013,60.71
15/04/2013,59.3
16/04/2013,60.24
17/04/2013,59.74
18/04/2013,59.51
19/04/2013,59.84
22/04/2013,59.4
23/04/2013,58.36
24/04/2013,58.76
25/04/2013,59.18
26/04/2013,59.01
29/04/2013,59.89
30/04/2013,60.4
01/05/2013,60.04
02/05/2013,60.27
03/05/2013,60.62
06/05/2013,60.94
07/05/2013,61.44
08/05/2013,61.93
09/05/2013,61.13
10/05/2013,60.97
13/05/2013,60.69
14/05/2013,60.49
15/05/2013,59.86
16/05/2013,59.88
17/05/2013,60.44
20/05/2013,60.59
21/05/2013,62.17
22/05/2013,61.15
23/05/2013,61.3
24/05/2013,61.53
28/05/2013,61.66
29/05/2013,61.76
30/05/2013,60.97
31/05/2013,59.41
03/06/2013,59.82
04/06/2013,59.2
05/06/2013,58.51
06/06/2013,58.22
07/06/2013,58.81
10/06/2013,59
11/06/2013,58.27
12/06/2013,57.8
13/06/2013,59.53
14/06/2013,58.94
17/06/2013,59.38
18/06/2013,59.92
19/06/2013,59.05
20/06/2013,56.79
21/06/2013,56.7
24/06/2013,56.64
25/06/2013,57.18
26/06/2013,58.2
27/06/2013,58.35
28/06/2013,58.31
